英文名稱,中文名稱
ballade {Fr.},敘事曲；舞歌
Ballade {Ger.},敘事曲
ballata {It.},敘事曲；舞歌
ballerina {It.},女舞者
ballerino {It.},男舞者
ballet,舞蹈；舞劇；芭蕾
ballet de cour {Fr.},宮廷芭蕾
ballet suite {Fr.},舞劇組曲
ballet {Fr.},舞蹈；舞劇；芭蕾
Ballett {Ger.},舞蹈；舞劇；芭蕾
balletto {It.},舞蹈；舞劇；芭蕾
ballo {It.},舞會
Bamberg Codex,班柏抄本
bamboo pipe,竹笛
bambuco {Sp.},班布果舞曲
band,樂隊
Band {Ger.},樂隊
banda militare {It.},軍樂隊
banda {It.},樂隊
bandola {It.},班多拉琴
bandola {Sp.},班多拉琴
bandone?n {Sp.},手風琴
bandora,班多拉琴
bandora {It.},班多拉琴
bandoura,班杜拉琴
bandura,班杜拉琴
bandurria {Sp.},班杜里亞琴
Bandzunge {Ger.},帶簧
Bangsawan,扮沙彎劇
banjo,班究琴
banjolin,班究林（小班究琴）
bar,小節
bar form,巴爾曲式
bar line,小節線
barbaro {It.},凶猛的；粗野的
b?rbat {Ar.},巴巴特琴；巴巴特鼓
barbershop harmony,理髮店和聲
Barbiton,巴比頓琴
barcarola {It.},船歌
barcarola {Sp.},船歌
barcarole,船歌
barcarolle {Fr.},船歌
bard,遊唱詩人
bardd,遊唱詩人
bardh,遊唱詩人
Barform {Ger.},巴爾曲式
bariolage {Fr.},交替奏法
baritone,上低音；男中音；細管上低音號
baritone clef,上低音譜號
baritone oboe,上低音雙簧管
baritone sax,上低音薩氏管
baritone saxhorn,上低音薩氏號
baritono {It.},上低音；男中音；細管上低音號
Barkarole {Ger.},船歌
barless iron frame,鐵架
barn dance,穀倉舞
baroque,巴洛克
barra de comp?s {Sp.},小節線
barra {Sp.},低音樑
barre de mesure {Fr.},小節線
barre de reprise {Fr.},反復記號
barre {Fr.},低音樑
barr? {Fr.},複弦（絃）按法｛吉他｝
barrel organ,手搖管風琴；滾筒管風琴
barrel piano,滾筒琴
barrelhouse,酒店風格
barth,遊唱詩人
baryton,巴里東琴
barz,遊唱詩人
Ba? tuba {Ger.},低音號
bass,低的；低音；男低音；低音號；貝斯｛通俗音樂用法｝；低音單簧管
bass bar,低音樑
bass baritone,低男中音
bass clarinet,低音單簧管
bass clef,低音譜表
bass cor {Fr.},低音小號
bass drum,大鼓
bass flute,低音長笛
bass horn,英國蛇號；英國蛇號音栓
bass Liniensystem {Ger.},低音譜表
bass part,低音部
bass staff,低音譜表
bass stave,低音譜表
bass tone,低音
bass trombone,低音長號
bass trumpet,低音小號
bass tuba,低音號音栓（管風琴）
bass voice,低音聲部
Bass {Ger.},低的；低音；男低音；低音號；貝斯｛通俗音樂用法｝；低音單簧管
bass-course,低音弦組
bassanello {It.},巴沙內羅管
Bassbalken {Ger.},低音樑
basse ? pistons {Fr.},粗管上低音號
basse chiffr?e {Fr.},持續低音；數字低音
basse continue {Fr.},持續低音；數字低音
basse contre {Fr.},深沈男低音
basse d'Arberti {Fr.},阿爾貝堤低音
basse d'harmonie {Fr.},低音號（指奧菲克萊號）
basse danse {Fr.},低舞
basse de viole {Fr.},古大提琴
basse donn?e {Fr.},指定低音
basse fondamentale {Fr.},基礎低音
basse fr?quence {Fr.},低頻率
basse murky {Fr.},分離八度低音
basse {Fr.},低的；低音；男低音；低音號；貝斯｛通俗音樂用法｝
basset horn,巴塞管
Bassetfl?te {Ger.},低音長笛
Bassett {Ger.},大提琴
Bassetthorn {Ger.},巴塞管
bassetto {It.},大提琴｛18世紀｝
Bassklarinette {Ger.},低音單簧管
basso baritone {It.},低男中音
basso buffo {It.},詼諧男低音
basso cantante {It.},抒情男低音
basso continuo {It.},持續低音；數字低音
basso di murky {It.},分離八度低音
basso fondamentale {It.},基礎低音
basso lirico {It.},抒情男低音
basso ostinato {It.},頑固低音
basso profondo {It.},深沉男低音
basso rigo {It.},低音譜表
basso ripieno {It.},加強低音部
basso seguente {It.},伴隨低音
basso {It.},低的；低音；男低音；低音號；貝斯｛通俗音樂用法｝
basson quinte {Fr.},小低音管
basson russe {Fr.},俄國低音管
basson {Fr.},低音管
bassoon,低音管；低音管音栓
Bassoon family,低音管族
Bassposaune {Ger.},低音長號
Bassschl?ssel {Ger.},低音譜號
Basstrompete {Ger.},低音小號
bataille {Fr.},戰曲
Bathyphon {Ger.},巴提管
baton {Fr.},指揮棒；劇場用吊桿
b?ton {Fr.},拍單位休止符
battaglia {It.},戰曲
battement de mesure {Fr.},拍子的單位
battements {Fr.},拍音
battimenti {It.},拍音
battle piece,戰曲
battuta a cinque tempi {It.},五拍子
battuta a otto tempi {It.},八拍子
battuta a sette tempi {It.},七拍子
battuta binaria {It.},二拍子
battuta composta a due tempi {It.},複二拍子
Battuta quaternaria {It.},四拍子
battuta ternaria {It.},三拍子
battuta {It.},小節
batucada {Sp.},巴突克舞曲｛巴西｝
batuque {Br.},巴突克舞曲｛巴西｝
Bauakustik {Ger.},建築聲響學
Bauchstelle {Ger.},波腹（音響學）
Baul,包烏爾｛音樂｝
Bayan {Rus.},巴揚手風琴
BB flat bass,倍低音號
Be {Ger.},降記號
beak flute,直笛
Bearbeitung {Ger.},編曲
beat,拍；拍子
beating reed,敲擊簧
beats,拍音
Bebe {Ger.},重降Ｂ
Bebung {Ger.},抖音
bec {Fr.},吹口
b?carre {Fr.},本位記號；還原記號
Becken {Ger.},鈸
Beckingkurve {Ger.},貝金曲線
Bed?chtig {Ger.},慎思的
bedeutend {Ger.},具代表性的
Bedrohlich {Ger.},恐嚇的；脅迫的
Begleitung {Ger.},伴奏
b?guine,貝基尼舞曲
behaglich {Ger.},舒適的
behend {Ger.},便利的
beherzt {Ger.},勇敢的；有決心的；大膽的
Beisser {Ger.},漣音｛18世紀｝
Beklemmt {Ger.},恐懼的；憂慮的
bel canto {It.},美聲唱法
belebend {Ger.},振奮的
Belebt {Ger.},生動的；活潑的；振奮的；有生氣的
bell,鐘；鐘形口｛管樂器｝
bell chime,編鐘
bell harp,鐘形琴
bell lyra,軍樂鐵琴
bellows,送風裝置｛管風琴｝
belly,腹板｛弦樂器｝
b?mol {Fr.},降記號
bemolle {It.},降記號
ben {It.},充分的；非常的
Bend?r,框鼓
Benedicamus Domino {Lat.},上主降福經
Benedicite eucharistica {Lat.},聖體降福
Benediction of the Blessed Sacrament,聖體降福
benedictus dominus deus israel {Lat.},以色列當讚美神
bequadro {It.},本位記號；還原記號
berceuse {Fr.},搖籃曲
bergamasca {It.},貝爾加馬斯卡舞曲
bergerette,法國牧歌
Bergreihen {Ger.},礦工之歌
bertr?bt {Ger.},使人憂鬱的
beruhigend {Ger.},變平和的
Bes {Ger.},重降Ｂ音
Beschleunigen {Ger.},加快的
bestimmt {Ger.},決然的；堅定的；果決的
betr?bt {Ger.},陰鬱的
Beugung {Ger.},繞射；折射
beweglich {Ger.},可活動的
beweglich {Ger.},生動的；活潑的
Bewegung {Ger.},進行；動作
Bezifferter Bass {Ger.},持續低音；數字低音
Bharata-n?tyam,納提安｛印度舞｝
Bharata-n?tyam {In.},巴拉塔-納替揚舞｛印度舞｝
bianca {It.},二分音符
bible regal,聖經形風琴
bibliography of music,音樂書目學
bichord {Lat.},雙弦｛同音｝
bicinium {Lat.},二聲部曲
big band,大樂隊
B?n,賓琴｛印度｝
binary form,二段體
binaural diplacusis,雙耳聽差異常
binaural fusion,雙耳聽覺融合
bind,連結線
Bindebogen {Ger.},連結線
biniou {Fr.},比尼烏風笛
bird organ,鳥風琴
bis {Fr.},再一次
bis {It.},再一次
bis {Lat.},再一次
bischero {It.},弦軫
biscroma {It.},三十二分音符
bisdiapason {Lat.},兩個八度
bisogna {It.},必須
bitonality,雙調性
Bizantino canto {It.},拜占庭聖歌
bizzarria {It.},奇異
bizzarro {It.},奇怪的
black bottom,曳步舞
black key,黑鍵
black mensural notation,黑符定量記譜法
black shuffle,曳步舞
black spirituals,黑人靈歌
bladder pipe,囊袋風笛
blanche {Fr.},二分音符
Bl?serquartett {Ger.},管樂四重奏
Bl?serquintett {Ger.},管樂五重奏
Blasinstrument {Ger.},管樂器
Blasorchester {Ger.},管樂團
Blasquinte {Ger.},超吹五度
Blattspiel {Ger.},視奏；視唱
Blechinstrument {Ger.},銅管樂器
blind octave,眩目八度
Blindennotenschrift {Ger.},點字譜
blocde bois {Fr.},木魚
Blockfl?te {Ger.},直笛
Blockwerk {Ger.},古風琴
blown fifth,超吹五度
blue note,藍調音
bluegrass {Amer.},草根藍調
Blues,藍調
bl?hender Kontrapunkt {Ger.},華彩對位
board zither,板型齊特琴
Bobisation {Ger.},唱名法
bocal {Fr.},吹管
bocca chiusa {It.},哼唱；閉口唱
bocchino {It.},吹口
bocet,哭歌
Bockstriller {Ger.},羊?音
bode melochord,波德琴
Boden {Ger.},背板
boehm system,貝姆式鍵制
Bogen {Ger.},弓
Bogenform {Ger.},拱形曲式
Bogenf?hrung {Ger.},弓法　
Bogenharfe {Ger.},弓形豎琴
Bogenklavier {Ger.},有弓鍵盤樂器
Bogenlaute {Ger.},弓魯特琴
Bogenstrich {Ger.},弓法　
Bohemian School,波希米亞樂派
b?hm flute,貝姆長笛
B?hm System {Ger.},貝姆式鍵制
B?hmische Schule {Ger.},波希米亞樂派
bo?te ? musique {Fr.},音樂盒
bo?te d' expression {Fr.},增音箱
b?l {In.},波爾唱奏
bolero {Sp.},波雷洛舞曲
Bologna school,波隆納樂派
Bologneser Schule {Ger.},波隆納樂派
bombardino {Sp.},粗管上第音號
bombardon,本巴敦低音號；本巴敦音栓｛管風琴｝
bombardon contrebasse {Fr.},邦巴東低音號
bombo {It.},振音
bombo {Sp.},低音鼓
bones,骨柝
bong? {Sp.},邦戈鼓
bongos,邦戈鼓｛古巴｝
Boogie woogie,布基烏基
bop,波普｛風格｝
Bordun {Ger.},持續長音；數字低音
borrrowed chord,借用和弦（絃）
Bossa nova {Por.},波沙諾瓦
botijuela {Sp.},陶壺
bouche ferm?e {Fr.},哼唱；閉口唱
bouffon's quarrel,喜歌劇之爭
bourdon {Fr.},單調低音；持續低音
bourr?e {Fr},布瑞舞曲
boutade {Fr.},布塔德舞曲
bow,弓
bow Form,拱形曲式
bow hair,弓毛
bow instrument,弓弦（絃）樂器
bowed harp,有弓豎琴
bowed keyboard insrument,有弓鍵盤樂器
bowing,弓法（用弓法）
bowing mark,運弓記號
boy choir,男童合唱團
boy soprano,男童高音
brace,連譜號
Braille music notation,布萊伊記譜法｛盲人記譜法｝
braille musical notation,點字譜
Braille notation,布萊尤記譜法
brall,布朗勒舞曲
branle {Fr.},布朗勒舞曲
brass,銅管樂器
brass band,銅管樂隊
brass instruments,銅管樂器
brass section,銅管部
brassy,吼聲
Bratsche {Ger.},中提琴
Brautchor {Ger.},婚禮的合唱
bravura {It.},精湛技巧
brbat {Ar.},巴巴特鼓
breath mark,呼吸記號
breathing,呼吸；氣息；呼吸法
breve,短音｛古希臘｝；倍全音符；短音符｛古譜｝
breve,短音符｛中世紀、文藝復興時期｝；倍全音符
breve rest,倍全休止符
br?ve {Fr.},短音符｛中世紀、文藝復興時期｝；倍全音符
breve {It.},短音｛古希臘｝；倍全音符；短音符｛古譜｝
breve {It.},短音符｛中世紀、文藝復興時期｝；倍全音符
Breviarium {Lat.},日課經文集
Breviary,日課經文集
Brevier {Ger.},日課經文集
Brevis {Ger.},短音符｛中世紀、文藝復興時期｝；倍全音符
Brevispause {Ger.},倍全休止符
bridge,琴橋；琴馬；過渡樂段
bridge passage,過門
brillance sonore {Fr.},明度感
brillant {Fr.},華麗的；燦爛的
brillante {It.},華麗的；燦爛的
Brillenb?sse {Ger.},眼鏡低音｛簡化音符記譜法｝
brilliant,華麗的；燦爛的
brindisi {It.},飲酒歌
brio {It.},活潑；生動
bris? {Fr.},分解和弦（絃）
broadcasting music,廣播音樂
broken chord,分解和弦（絃）
broken chord,分解和弦
broken consort,異類樂器重奏
broken octave,分解八度
bruit {Fr.},聲音；噪音
Bruitismus {Ger.},噪音主義
Brummstimme {Ger.},哼唱；閉口唱
bruscamente {It.},粗暴的；魯莽的
Bruststimme {Ger.},胸聲
Brustwerk {Ger.},正前管群｛管風琴｝
buccina {Lat.},布契那圓號
Buchstaben Tonschrift {Ger.},音名
Buchstabentonschrift {Ger.},文字記譜法
buckwheat notation,蕎麥記譜法
buffa {It.},丑角
buffo {It.},丑角
buffone {It.},丑角
bugle,軍號；步號
bugle ? clefs {Fr.},有鍵步號
bugle alto {Fr.},中音號
bugle soprano {Fr.},高音軍號
bugle t?nor {Fr.},上低音號
B?hne {Ger.},舞臺
B?hnenaussprache {Ger.},舞臺用標準發音
B?hnenmusik {Ger.},舞臺音樂
buler?as {Sp.},布列利亞舞曲
bulky tone,空間音
bullroarer,牛吼器
Bunt {Ger.},品；音格
buonaccord {It.},古鋼琴
b?q {Ar.},布克號
Burgundian cadence,布根第終止式
Burgundian school,布根第樂派
Burgundische Schule {Ger.},布根第樂派
burla {It.},滑稽的；滑稽劇；滑稽曲
burlesca {It.},滑稽的；滑稽劇；滑稽曲
burlesco {It.},滑稽的；滑稽劇；滑稽曲
burlesque {Fr.},滑稽劇；綜藝秀；戲謔曲
burletta {It.},英國滑稽劇
Buxheim Organ Book,布克漢管風琴曲集
Buxheimer Orgelbuch {Ger.},布克漢管風琴曲集
buzuki {Gre.},布茲基琴
buzuq {Ar.},布茲克琴
bykan? {Gr.},布契那圓號
Byzantine chant,拜占庭聖歌
C clef,Ｃ譜號
C double sharp,重升C
C Schl?ssel {Ger.},Ｃ譜號
C sharp,升Ｃ（音）
caba?a {Por.},珠鏈砂鈴
cabaletta {It.},跑馬歌
cabbaletta {It.},跑馬歌
cabinet organ,室內風琴
cabinet piano,箱型鋼琴
"cabinet, le {Fr.}",室內樂集
Cabocla {Por.},卡波克拉
cabriole {Fr.},羚躍
caccia mass,獵歌風彌撒
caccia motet,獵歌風經文歌
caccia {It.},獵歌；狩獵歌；獵歌風格
Cacharpaya {Sp.},卡恰爾帕亞舞曲
cachucha {Sp.},卡丘恰舞曲
Cachullapi {Sp.},卡丘拉比歌
C?cilien-Verein {Ger.},賽西莉亞協會
cadence,終止式
cadence authentique {Fr.},正格終止
cadence f?minine {Fr.},陰性終止式；弱終止式
cadence imparfaite {Fr.},不完全終止
cadence modulation,終止轉調
cadence parfaite {Fr.},完全終止
cadence phrygien {Fr.},弗里吉安終止
cadence plagale {Fr.},變格終止
cadence rompue ( ?vit?e ) {Fr.},假終止
cadence {Fr.},終止式；裝飾樂段
cadential six-four,終止六四和弦（絃）
cadenza autentica {It.},正格終止
cadenza femminile {It.},陰性終止式；弱終止式
cadenza frigia {It.},弗里吉安終止
cadenza imperfetta {It.},不完全終止
cadenza inganno {It.},假終止
cadenza perfetta {It.},完全終止
cadenza plagale {It.},變格終止
cadenza {It.},終止式；裝飾樂段
Caecilienbewegung {Ger.},賽西莉亞運動
caf? concert {Fr.},音樂咖啡座
?agana,查加那琴（土耳其）
C?i b‘?ng,開彭鼓｛越南｝
caisse claire {Fr.},小鼓
caisse r?sonante {Fr.},共鳴箱
caisse roulante {Fr.},次中音鼓
caisse {Fr.},共鳴箱；鼓
caixi {Por.},雙面鼓｛葡萄牙｝
caja {Sp.},鼓
cajun music,卡韻音樂（阿加底亞人音樂）
cakewalk,步態舞；步態舞曲
calamus {Lat.},卡拉姆斯管；葦管
calando {It.},漸慢而弱
calata {It.},卡拉塔舞曲
calcando {It.},速度加快
calenda {Sp.},卡連達舞曲
Calixtinus Codex {Lat.},卡利克斯替努斯抄本
Calliope,卡利奧普琴
calmando {It.},平靜的；安寧的
calmato {It.},平靜的；安寧的
calore {It.},熱列；熱情
Caloroso {It.},熱烈的；熱情的；激烈的
calung {Id.},竹琴
calypso,卡利梭
cambia {It.},變換；轉換
cambiamento enarmonico {It.},等音變換
cambiano {It.},變換；轉換
Camerata {It.},學會；同好會
camminando {It.},行進的；流動的
campana {It.},鐘；鈴｛單數｝
campana {Sp.},鐘；鈴｛單數｝
campane tubolari {It.},管鐘
campane {It.},鐘；鈴｛複數｝
campanella {It.},小鐘；小鈴｛單數｝
campanelle {It.},小鐘；小鈴｛複數｝
campanelli {It.},鐵琴
can can {Fr.},康康舞曲
can? {Sp.},卡尼亞歌
canarie {Fr.},卡納利舞曲
Canario {It.},卡納利舞曲
canarios {Sp.},卡納利舞曲
canary,卡納利舞曲
canbiamento enarmonico {It.},等音變換
can??o {Por.},歌；歌曲
canci?n {Sp.},歌；歌曲
Cancionero de la Sablonara {Sp.},沙布羅納拉歌集
cancionero {Sp.},短歌
cancionero {Sp.},歌曲集
cancrio {It.},卡納利舞曲
cancrizans imitation,逆行模仿
cancrizans {Lat.},逆行
candombe {Sp.},康東貝舞曲
canino {It.},袖珍小提琴
Canon,卡農
canon ? l'?crevisse {Fr.},逆行卡農
canon ? l'unisson {Fr.},同度卡農
canon ? la octave {Fr.},八度卡農
canon ? la quarte{Fr.},四度卡農
canon ? la quinte {Fr.},五度卡農
canon ? la seconde {Fr.},二度卡農
canon ? la septi?me {Fr.},七度卡農
canon ? la tierce {Fr.},三度卡農
canon a specchio {It.},倒影卡農
canon by augmentation,增值卡農
canon by cancrizans,逆行卡農
canon by contrary motion,反行卡農
canon by diminution,減值卡農
canon by inversion,轉位卡農
canon cancrizans,逆行卡農
canon circulaire {Fr.},迴旋卡農
canon en ?ventail {Fr.},螺旋卡農
canon en miroir {Fr.},倒影卡農
canon ?nigmatique {Fr.},謎式卡農
canon ferm? {Fr.},有終卡農
canon in fifth,五度卡農
Canon in fourth,四度卡農
canon in octave,八度卡農
Canon in parallel motion,平行卡農
canon in second,二度卡農
canon in seventh,七度卡農
canon in third,三度卡農
canon in unison,同度卡農
canon infinitus {Lat.},無終卡農
canon invers? {Fr.},轉位卡農
